state/migrations/0027_threads_cwd_sort_indexes.sql:2	An archived-cwd-updated index gives recent work its faster lane.
state/migrations/0035_drop_memory_tables.sql:1	The jobs table is dropped if it still lingers from memory's past.
state/migrations/0035_drop_memory_tables.sql:2	Stage-one outputs follow, old memory scaffolding cleared.
state/migrations/0037_remote_control_enrollments_enabled.sql:1	Remote control enrollments are reopened for an enabled flag.
state/migrations/0037_remote_control_enrollments_enabled.sql:2	Remote control enabled lands as the switch in the row.
tui/src/version.rs:1	The doc line names the CLI version that compile time will seal.
tui/src/version.rs:2	The constant captures Cargo's package version and calls it Codex.
v8-poc/.gitignore:1	The ordinary target directory is waved away from version control.
v8-poc/.gitignore:2	The Rust-flavored target follows, another build shadow ignored.
vendor/bubblewrap/tests/use-as-subproject/.gitignore:1	The subproject build directory is kept out of the record.
vendor/bubblewrap/tests/use-as-subproject/.gitignore:2	Nested subprojects are ignored, dependencies left to be fetched.
vendor/bubblewrap/uncrustify.sh:1	A shell script begins with the small spell that finds sh.
vendor/bubblewrap/uncrustify.sh:2	Uncrustify marches over C and headers, leaving no backup footprints.
README.md:1	The repository names itself Codex CLI, a title at the gate.
README.md:2	A blank breath separates the name from the road outward.
README.md:3	The documentation link points beyond the tree to the user's map.
apply-patch/src/main.rs:1	Main promises never to return, handing fate to the patch runner.
apply-patch/src/main.rs:2	The apply-patch crate receives control like a passed tool handle.
apply-patch/src/main.rs:3	A final brace shuts the tiny launcher cleanly.
apply-patch/tests/all.rs:1	The integration binary gathers its scattered tests into one vessel.
apply-patch/tests/all.rs:2	The comment names the suite directory where the cases live.
apply-patch/tests/all.rs:3	The suite module steps forward as the single door.
apply-patch/tests/fixtures/scenarios/007_rejects_missing_file_delete/patch.txt:1	The patch begins with ceremony before aiming at absence.
apply-patch/tests/fixtures/scenarios/007_rejects_missing_file_delete/patch.txt:2	The delete command names a missing file and exposes the failure.
apply-patch/tests/fixtures/scenarios/007_rejects_missing_file_delete/patch.txt:3	The patch ends after proving deletion needs a target.
apply-patch/tests/fixtures/scenarios/008_rejects_empty_update_hunk/patch.txt:1	The patch marker opens an update that will bring no body.
apply-patch/tests/fixtures/scenarios/008_rejects_empty_update_hunk/patch.txt:2	The update header names foo, but no hunk follows to speak.
apply-patch/tests/fixtures/scenarios/008_rejects_empty_update_hunk/patch.txt:3	The end marker closes the hollow request.
apply-patch/tests/fixtures/scenarios/012_delete_directory_fails/patch.txt:1	The patch starts before walking into a directory-shaped mistake.
apply-patch/tests/fixtures/scenarios/012_delete_directory_fails/patch.txt:2	The delete line points at a directory, not a file.
apply-patch/tests/fixtures/scenarios/012_delete_directory_fails/patch.txt:3	The patch closes with the failure already seeded.
apply-patch/tests/fixtures/scenarios/013_rejects_invalid_hunk_header/patch.txt:1	The patch begins under a valid banner.
apply-patch/tests/fixtures/scenarios/013_rejects_invalid_hunk_header/patch.txt:2	Frobnicate pretends to be a file action and gives itself away.
apply-patch/tests/fixtures/scenarios/013_rejects_invalid_hunk_header/patch.txt:3	The end marker leaves the invalid header trapped inside.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/expected/foo.txt:1	Line one anchors the unicode case in plain ASCII ground.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/expected/foo.txt:2	Accents and a check mark arrive, proving the patch keeps richer text.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/expected/foo.txt:3	Line three closes the fixture after the unicode bloom.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/input/foo.txt:1	Line one begins before the unicode edit adds its final sign.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/input/foo.txt:2	Naive cafe already carries accents, waiting for one more symbol.
apply-patch/tests/fixtures/scenarios/019_unicode_simple/input/foo.txt:3	Line three waits unchanged below the accented middle.
apply-patch/tests/fixtures/scenarios/020_delete_file_success/patch.txt:1	The patch opens with a clean deletion in mind.
apply-patch/tests/fixtures/scenarios/020_delete_file_success/patch.txt:2	Obsolete is named, and the file is invited to leave.
apply-patch/tests/fixtures/scenarios/020_delete_file_success/patch.txt:3	The patch ends after the doomed path is recorded.
apply-patch/tests/fixtures/scenarios/021_update_file_deletion_only/input/lines.txt:1	Line one stands before a deletion-only edit removes the middle.
apply-patch/tests/fixtures/scenarios/021_update_file_deletion_only/input/lines.txt:2	Line two is the candidate for silence.
apply-patch/tests/fixtures/scenarios/021_update_file_deletion_only/input/lines.txt:3	Line three waits to move upward after the cut.
chatgpt/tests/all.rs:1	The ChatGPT integration binary gathers every module into one run.
chatgpt/tests/all.rs:2	The comment points to the suite folder where the tests reside.
chatgpt/tests/all.rs:3	The suite module becomes the common entrance.
cloud-tasks-mock-client/src/lib.rs:1	The mock module is named before its client is offered.
cloud-tasks-mock-client/src/lib.rs:2	A blank line leaves a small pause between privacy and export.
cloud-tasks-mock-client/src/lib.rs:3	MockClient is re-exported, ready for tests to borrow.
codex-home/src/lib.rs:1	The instructions module is tucked inside the home crate.
codex-home/src/lib.rs:2	A blank line clears space before the public handoff.
codex-home/src/lib.rs:3	The user-instructions provider is re-exported as the crate's gift.
execpolicy-legacy/build.rs:1	The build script opens its small main function.
execpolicy-legacy/build.rs:2	Cargo is told to rerun when the default policy changes.
execpolicy-legacy/build.rs:3	The build script closes after setting its watch.
execpolicy-legacy/tests/all.rs:1	The legacy policy tests are gathered into one integration binary.
execpolicy-legacy/tests/all.rs:2	The comment names the suite directory as their home.
execpolicy-legacy/tests/all.rs:3	The suite module carries the collected cases.
linux-sandbox/build.rs:1	The Linux sandbox build script opens with a simple main.
linux-sandbox/build.rs:2	Cargo watches the bubblewrap hash environment for change.
linux-sandbox/build.rs:3	The brace closes after the build script sets its trigger.
linux-sandbox/tests/suite/mod.rs:1	The sandbox suite comment gathers former standalone tests.
linux-sandbox/tests/suite/mod.rs:2	Landlock joins the suite as one guarded path.
linux-sandbox/tests/suite/mod.rs:3	Managed proxy follows, another case under the same roof.
prompts/src/apply_patch.rs:1	The doc line names detailed guidance for using apply_patch.
prompts/src/apply_patch.rs:2	The constant is declared, ready to hold the tool instructions.
prompts/src/apply_patch.rs:3	The instructions are included from their markdown source.
prompts/src/realtime.rs:1	The backend realtime prompt is included as a compile-time string.
prompts/src/realtime.rs:2	End instructions are bound for the moment realtime falls silent.
prompts/src/realtime.rs:3	Start instructions are bound for the moment realtime begins.
prompts/templates/realtime/realtime_end.md:1	The realtime conversation is declared ended.
prompts/templates/realtime/realtime_end.md:2	A blank line gives the mode switch room to breathe.
prompts/templates/realtime/realtime_end.md:3	Future input returns to typed chat, with transcript assumptions set aside.
rust-toolchain.toml:1	The toolchain table opens, naming the compiler contract.
rust-toolchain.toml:2	Rust 1.95.0 is pinned as the channel for this tree.
rust-toolchain.toml:3	Clippy, rustfmt, and rust-src are listed as the needed tools.
skills/src/assets/samples/openai-docs/assets/openai-small.svg:1	The small OpenAI SVG opens with a fourteen-pixel viewbox.
skills/src/assets/samples/openai-docs/assets/openai-small.svg:2	A dense path draws the booklike glyph in one long current-color stroke.
skills/src/assets/samples/openai-docs/assets/openai-small.svg:3	The SVG closes after the tiny mark is shaped.
skills/src/assets/samples/plugin-creator/assets/plugin-creator-small.svg:1	The plugin creator icon opens a twenty-pixel square.
skills/src/assets/samples/plugin-creator/assets/plugin-creator-small.svg:2	A black path knots pencil and spark into the creator's small emblem.
skills/src/assets/samples/plugin-creator/assets/plugin-creator-small.svg:3	The SVG tag closes around the finished miniature.
skills/src/assets/samples/skill-creator/assets/skill-creator-small.svg:1	The skill creator icon opens the same twenty-pixel stage.
skills/src/assets/samples/skill-creator/assets/skill-creator-small.svg:2	The black path repeats the crafting mark, a pencil made of coordinates.
skills/src/assets/samples/skill-creator/assets/skill-creator-small.svg:3	The SVG closes with the icon complete.
skills/src/assets/samples/skill-installer/assets/skill-installer-small.svg:1	The installer icon opens a sixteen-pixel viewbox.
skills/src/assets/samples/skill-installer/assets/skill-installer-small.svg:2	A black path draws the package shape and its small fitting teeth.
skills/src/assets/samples/skill-installer/assets/skill-installer-small.svg:3	The SVG closes after the installer mark is sealed.
state/migrations/0003_logs_thread_id.sql:1	Logs gain a thread id, tying entries back to conversation.
state/migrations/0003_logs_thread_id.sql:2	A blank line separates the new column from its lookup path.
state/migrations/0003_logs_thread_id.sql:3	An index is created so thread logs can be found quickly.
state/migrations/0010_logs_process_id.sql:1	Logs gain a process UUID, a second trail through execution.
state/migrations/0010_logs_process_id.sql:2	A blank line gives the column and index their own space.
state/migrations/0010_logs_process_id.sql:3	The process UUID index is built for faster log retrieval.
state/migrations/0018_phase2_selection_snapshot.sql:1	Stage-one outputs are reopened for a selection snapshot.
state/migrations/0018_phase2_selection_snapshot.sql:2	The source update time is stored beside the phase-two choice.
state/migrations/0018_phase2_selection_snapshot.sql:3	Threads receive a memory mode that begins enabled by default.
state/migrations/0023_drop_logs.sql:1	Incremental vacuum is enabled before logs are removed.
state/migrations/0023_drop_logs.sql:2	A blank line pauses before the table is swept away.
state/migrations/0023_drop_logs.sql:3	The logs table is dropped if it still exists.
vendor/bubblewrap/CODE-OF-CONDUCT.md:1	The code of conduct opens under the bubblewrap project name.
vendor/bubblewrap/CODE-OF-CONDUCT.md:2	A blank line leaves room before the external covenant.
vendor/bubblewrap/CODE-OF-CONDUCT.md:3	The project follows the Containers community standard by link.
vendor/bubblewrap/tests/use-as-subproject/README:1	The example project begins by explaining its bubblewrap subproject role.
vendor/bubblewrap/tests/use-as-subproject/README:2	The second line says a successful build is the intended proof.
vendor/bubblewrap/tests/use-as-subproject/README:3	Flatpak is named as the larger project that could do the same.
windows-sandbox-rs/src/elevated/mod.rs:1	The elevated module exposes framed IPC for privileged conversation.
windows-sandbox-rs/src/elevated/mod.rs:2	The runner client joins as the caller's elevated hand.
windows-sandbox-rs/src/elevated/mod.rs:3	The runner pipe joins as the channel beneath the client.
windows-sandbox-rs/src/unified_exec/backends/mod.rs:1	The elevated backend is listed first for unified execution.
windows-sandbox-rs/src/unified_exec/backends/mod.rs:2	The legacy backend remains beside it for older paths.
windows-sandbox-rs/src/unified_exec/backends/mod.rs:3	Windows common code is named as the shared floor.
prompts/templates/compact/summary_prefix.md:1	The compact prefix carries an earlier model's lantern into the next mind.
vendor/bubblewrap/demos/flatpak.bpf:2	The second binary record keeps filtering after the byte stream turns its page.
apply-patch/tests/fixtures/scenarios/001_add_file/patch.txt:1	The add-file patch opens its formal gate.
apply-patch/tests/fixtures/scenarios/001_add_file/patch.txt:2	Bar markdown is named as the new page to be born.
apply-patch/tests/fixtures/scenarios/001_add_file/patch.txt:3	The added line enters with a plus sign and a first sentence.
apply-patch/tests/fixtures/scenarios/001_add_file/patch.txt:4	The patch closes after the new file has been declared.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/expected/multi.txt:1	Line one remains the steady root of the multi-chunk result.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/expected/multi.txt:2	Changed two marks the first chunk's successful turn.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/expected/multi.txt:3	Line three stands unchanged between edits.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/expected/multi.txt:4	Changed four answers from the second chunk's landing place.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/input/multi.txt:1	Line one begins the input before any chunk has moved.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/input/multi.txt:2	Line two waits as the first future change.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/input/multi.txt:3	Line three gives the fixture a quiet middle.
apply-patch/tests/fixtures/scenarios/003_multiple_chunks/input/multi.txt:4	Line four waits as the second future change.
apply-patch/tests/fixtures/scenarios/011_add_overwrites_existing_file/patch.txt:1	The overwrite-add patch starts with the standard banner.
apply-patch/tests/fixtures/scenarios/011_add_overwrites_existing_file/patch.txt:2	The duplicate path is named for replacement by addition.
apply-patch/tests/fixtures/scenarios/011_add_overwrites_existing_file/patch.txt:3	New content arrives with the plus sign's insistence.
apply-patch/tests/fixtures/scenarios/011_add_overwrites_existing_file/patch.txt:4	The patch ends once overwrite intent is fully written.
apply-patch/tests/fixtures/scenarios/016_pure_addition_update_chunk/expected/input.txt:1	Line one stays above the pure addition.
apply-patch/tests/fixtures/scenarios/016_pure_addition_update_chunk/expected/input.txt:2	Line two stays beside it, unchanged and useful.
apply-patch/tests/fixtures/scenarios/016_pure_addition_update_chunk/expected/input.txt:3	The first added line appears where the hunk made room.
apply-patch/tests/fixtures/scenarios/016_pure_addition_update_chunk/expected/input.txt:4	The second added line completes the new pair.
apply-patch/tests/suite/mod.rs:1	The CLI tests are named as one part of the suite.
apply-patch/tests/suite/mod.rs:2	Scenario tests follow, carrying the fixture stories.
apply-patch/tests/suite/mod.rs:3	The tool tests are guarded away from Windows.
apply-patch/tests/suite/mod.rs:4	The tool module joins only where the platform allows.
codex-api/src/requests/mod.rs:1	Request headers get their private module.
codex-api/src/requests/mod.rs:2	Response requests get their private module beside it.
codex-api/src/requests/mod.rs:3	A blank line separates internal modules from public export.
codex-api/src/requests/mod.rs:4	Compression is re-exported from responses as the visible handle.
collaboration-mode-templates/src/lib.rs:1	The plan template is embedded as a compile-time string.
collaboration-mode-templates/src/lib.rs:2	The default template follows as the ordinary voice.
collaboration-mode-templates/src/lib.rs:3	The execute template waits for action-shaped collaboration.
collaboration-mode-templates/src/lib.rs:4	Pair programming closes the set with a shared-work script.
exec/tests/fixtures/apply_patch_freeform_final.txt:1	A base class opens the tiny Python fixture.
exec/tests/fixtures/apply_patch_freeform_final.txt:2	A method is declared, indented under the class.
exec/tests/fixtures/apply_patch_freeform_final.txt:3	A blank line leaves a breath inside the method body.
exec/tests/fixtures/apply_patch_freeform_final.txt:4	The method returns true, the fixture's final answer.
otel/tests/tests.rs:1	The test crate allows expect calls without clippy complaint.
otel/tests/tests.rs:2	A blank line clears the lint from the modules.
otel/tests/tests.rs:3	The harness module brings test machinery into view.
otel/tests/tests.rs:4	The suite module gathers the telemetry cases.
rustfmt.toml:1	Rustfmt is told this tree speaks the 2024 edition.
rustfmt.toml:2	The comment warns that one formatting setting may complain.
rustfmt.toml:3	The next comment points to the pull request that explains why.
rustfmt.toml:4	Imports are split at item granularity.
state/migrations/0011_logs_partition_prune_indexes.sql:1	Log lookups by thread receive a timestamp-descending index.
state/migrations/0011_logs_partition_prune_indexes.sql:2	A blank line separates the two pruning paths.
state/migrations/0011_logs_partition_prune_indexes.sql:3	Threadless process logs get their own descending timestamp index.
state/migrations/0011_logs_partition_prune_indexes.sql:4	The index narrows itself to rows without a thread id.
tui/tests/test_backend.rs:1	The wrapper points inward to the TUI test backend source.
tui/tests/test_backend.rs:2	The inner module is named under that path.
tui/tests/test_backend.rs:3	A blank line opens space before the re-export.
tui/tests/test_backend.rs:4	VT100Backend is re-exported for integration tests to use.
app-server-protocol/schema/json/AttestationGenerateParams.json:1	The attestation schema opens with a bare JSON doorway.
app-server-protocol/schema/json/AttestationGenerateParams.json:2	Draft seven is named as the law this small shape follows.
app-server-protocol/schema/json/AttestationGenerateParams.json:3	AttestationGenerateParams receives its title, a label for proof-making input.
app-server-protocol/schema/json/AttestationGenerateParams.json:4	The schema says the payload is an object, a vessel with fields implied elsewhere.
app-server-protocol/schema/json/AttestationGenerateParams.json:5	The brace closes the attestation contract.
app-server-protocol/schema/json/v2/LogoutAccountResponse.json:1	The logout response schema opens its quiet object room.
app-server-protocol/schema/json/v2/LogoutAccountResponse.json:2	The draft-seven URL pins the validator's compass.
app-server-protocol/schema/json/v2/LogoutAccountResponse.json:3	LogoutAccountResponse is titled like a clean sign-off receipt.
app-server-protocol/schema/json/v2/LogoutAccountResponse.json:4	Object type declares the response as a shaped envelope.
app-server-protocol/schema/json/v2/LogoutAccountResponse.json:5	The closing brace ends the logout shape.
app-server-protocol/schema/json/v2/McpServerRefreshResponse.json:1	The MCP refresh response opens with a simple brace.
